Data Set 5:Time(s),Data Set 5:Force 1(N),Data Set 5:Force 2(N),
11.74,-0.0314331,-0.0946274,0.1260605
11.745,-0.0398102,-0.0862198,0.12603
11.75,-0.0377121,-0.0904236,0.1281357
11.755,-0.029335,-0.0883179,0.1176529
11.76,-0.029335,-0.0441589,0.0734939
11.765,-0.0314331,-0.069397,0.1008301
11.77,-0.0335236,-0.0736008,0.1071244
11.775,-0.0398102,-0.0820084,0.1218186
11.78,-0.029335,-0.0904236,0.1197586
11.785,-0.029335,-0.0820084,0.1113434
11.79,-0.0251465,-0.0820084,0.1071549
11.795,-0.0356216,-0.0883179,0.1239395
11.8,-0.0398102,-0.0862198,0.12603
11.805,-0.0377121,-0.0841141,0.1218262
11.81,-0.0314331,-0.0820084,0.1134415
11.815,-0.0335236,-0.0862198,0.1197434
11.82,-0.0314331,-0.0588837,0.0903168
11.825,-0.0356216,-0.0714951,0.1071167
11.83,-0.029335,-0.0778046,0.1071396
11.835,-0.0230484,-0.0862198,0.1092682
11.84,-0.0335236,-0.0820084,0.115532
11.845,-0.0335236,-0.0883179,0.1218415
11.85,-0.0356216,-0.0820084,0.11763
11.855,-0.029335,-0.0904236,0.1197586
11.86,-0.0335236,-0.0925217,0.1260453
11.865,-0.029335,-0.0904236,0.1197586
11.87,-0.0335236,-0.0609818,0.0945054
11.875,-0.0335236,-0.0736008,0.1071244
11.88,-0.0419083,-0.0736008,0.1155091
11.885,-0.029335,-0.0841141,0.1134491
11.89,-0.0272369,-0.0862198,0.1134567
11.895,-0.0230484,-0.0904236,0.113472
11.9,-0.0335236,-0.0883179,0.1218415
11.905,-0.0377121,-0.0904236,0.1281357
11.91,-0.0335236,-0.0736008,0.1071244
11.915,-0.0419083,-0.0820084,0.1239167
11.92,-0.0398102,-0.0925217,0.1323319
11.925,-0.0335236,-0.0925217,0.1260453
11.93,-0.029335,-0.0862198,0.1155548
11.935,-0.0335236,-0.0883179,0.1218415
11.94,-0.0356216,-0.0904236,0.1260452
11.945,-0.0398102,-0.0946274,0.1344376
11.95,-0.0356216,-0.0904236,0.1260452
11.955,-0.0335236,-0.0904236,0.1239472
11.96,-0.0314331,-0.0988312,0.1302643
11.965,-0.0314331,-0.0946274,0.1260605
11.97,-0.0377121,-0.0756989,0.113411
11.975,-0.0398102,-0.069397,0.1092072
11.98,-0.0335236,-0.0904236,0.1239472
11.985,-0.0335236,-0.0841141,0.1176377
11.99,-0.0146637,-0.0883179,0.1029816
11.995,-0.0251465,-0.0904236,0.1155701
12,-0.029335,-0.0820084,0.1113434
12.005,-0.0230484,-0.0904236,0.113472
12.01,-0.0272369,-0.0862198,0.1134567
12.015,-0.0314331,-0.0883179,0.119751
12.02,-0.0356216,-0.0904236,0.1260452
12.025,-0.0356216,-0.0862198,0.1218414
12.03,-0.0419083,-0.056778,0.0986863
12.035,-0.0335236,-0.069397,0.1029206
12.04,-0.0356216,-0.0736008,0.1092224
12.045,-0.0272369,-0.0820084,0.1092453
12.05,-0.0314331,-0.0778046,0.1092377
12.055,-0.0335236,-0.0820084,0.115532
12.06,-0.029335,-0.0841141,0.1134491
12.065,-0.029335,-0.0904236,0.1197586
12.07,-0.0398102,-0.0841141,0.1239243
12.075,-0.0335236,-0.0841141,0.1176377
12.08,-0.0335236,-0.056778,0.0903016
12.085,-0.0335236,-0.069397,0.1029206
12.09,-0.0335236,-0.069397,0.1029206
12.095,-0.0335236,-0.0799103,0.1134339
12.1,-0.0251465,-0.0841141,0.1092606
12.105,-0.0251465,-0.0799103,0.1050568
12.11,-0.029335,-0.0799103,0.1092453
12.115,-0.0251465,-0.0862198,0.1113663
12.12,-0.0230484,-0.069397,0.0924454
12.125,-0.0251465,-0.0841141,0.1092606
12.13,-0.0272369,-0.0841141,0.111351
12.135,-0.0377121,-0.0862198,0.1239319
12.14,-0.0398102,-0.0820084,0.1218186
12.145,-0.0314331,-0.0862198,0.1176529
12.15,-0.0377121,-0.0883179,0.12603
12.155,-0.0398102,-0.0841141,0.1239243
12.16,-0.029335,-0.0904236,0.1197586
12.165,-0.0356216,-0.0925217,0.1281433
12.17,-0.0335236,-0.0904236,0.1239472
12.175,-0.0398102,-0.0904236,0.1302338
12.18,-0.0314331,-0.0904236,0.1218567
12.185,-0.0439987,-0.0799103,0.123909
12.19,-0.0356216,-0.0862198,0.1218414
12.195,-0.0377121,-0.0883179,0.12603
12.2,-0.0460968,-0.0883179,0.1344147
12.205,-0.0439987,-0.0820084,0.1260071
12.21,-0.0251465,-0.056778,0.0819245
12.215,-0.029335,-0.0736008,0.1029358
12.22,-0.029335,-0.0756989,0.1050339
12.225,-0.0272369,-0.0820084,0.1092453
12.23,-0.029335,-0.0883179,0.1176529
12.235,-0.0251465,-0.0883179,0.1134644
12.24,-0.0314331,-0.0904236,0.1218567
12.245,-0.029335,-0.0862198,0.1155548
12.25,-0.029335,-0.0904236,0.1197586
12.255,-0.0314331,-0.0841141,0.1155472
12.26,-0.0272369,-0.0778046,0.1050415
12.265,-0.0314331,-0.0799103,0.1113434
12.27,-0.0356216,-0.0925217,0.1281433
12.275,-0.0314331,-0.0820084,0.1134415
12.28,-0.0272369,-0.0736008,0.1008377
12.285,-0.0335236,-0.0588837,0.0924073
12.29,-0.0314331,-0.0756989,0.107132
12.295,-0.029335,-0.0841141,0.1134491
12.3,-0.0272369,-0.0799103,0.1071472
12.305,-0.0272369,-0.0862198,0.1134567
12.31,-0.0272369,-0.0904236,0.1176605
12.315,-0.0314331,-0.0883179,0.119751
12.32,-0.0356216,-0.0862198,0.1218414
12.325,-0.0314331,-0.0862198,0.1176529
12.33,-0.0230484,-0.0588837,0.0819321
12.335,-0.0314331,-0.0736008,0.1050339
12.34,-0.0356216,-0.0778046,0.1134262
12.345,-0.0356216,-0.0904236,0.1260452
12.35,-0.0272369,-0.0841141,0.111351
12.355,-0.0272369,-0.0820084,0.1092453
12.36,-0.0356216,-0.0799103,0.1155319
12.365,-0.029335,-0.0904236,0.1197586
12.37,-0.0251465,-0.0883179,0.1134644
12.375,-0.0230484,-0.0967331,0.1197815
12.38,-0.0335236,-0.0841141,0.1176377
12.385,-0.0272369,-0.0967331,0.12397
12.39,-0.0460968,-0.0862198,0.1323166
12.395,-0.0439987,-0.0946274,0.1386261
12.4,-0.0398102,-0.0925217,0.1323319
12.405,-0.0377121,-0.0883179,0.12603
12.41,-0.029335,-0.0925217,0.1218567
12.415,-0.0377121,-0.0925217,0.1302338
12.42,-0.0272369,-0.0609818,0.0882187
12.425,-0.029335,-0.0756989,0.1050339
12.43,-0.0356216,-0.0841141,0.1197357
12.435,-0.0272369,-0.0820084,0.1092453
12.44,-0.0272369,-0.0756989,0.1029358
12.445,-0.0356216,-0.0883179,0.1239395
12.45,-0.0251465,-0.0841141,0.1092606
12.455,-0.0377121,-0.0841141,0.1218262
12.46,-0.0335236,-0.0820084,0.115532
12.465,-0.0377121,-0.0904236,0.1281357
12.47,-0.0314331,-0.0883179,0.119751
12.475,-0.0398102,-0.0862198,0.12603
12.48,-0.029335,-0.0841141,0.1134491
12.485,-0.029335,-0.0925217,0.1218567
12.49,-0.0230484,-0.0714951,0.0945435
12.495,-0.0272369,-0.0609818,0.0882187
12.5,-0.0314331,-0.0714951,0.1029282
12.505,-0.029335,-0.0799103,0.1092453
12.51,-0.0314331,-0.0525742,0.0840073
12.515,-0.0188599,-0.0651855,0.0840454
12.52,-0.0230484,-0.0736008,0.0966492
12.525,-0.0251465,-0.0756989,0.1008454
12.53,-0.0314331,-0.0820084,0.1134415
12.535,-0.0272369,-0.0820084,0.1092453
12.54,-0.0251465,-0.0841141,0.1092606
12.545,-0.0188599,-0.0799103,0.0987702
12.55,-0.0335236,-0.0841141,0.1176377
12.555,-0.0272369,-0.0883179,0.1155548
12.56,-0.029335,-0.0862198,0.1155548
12.565,-0.0251465,-0.0925217,0.1176682
12.57,-0.0272369,-0.0841141,0.111351
12.575,-0.0314331,-0.0820084,0.1134415
12.58,-0.0356216,-0.0883179,0.1239395
12.585,-0.0272369,-0.0799103,0.1071472
12.59,-0.029335,-0.0799103,0.1092453
12.595,-0.0314331,-0.0799103,0.1113434
