Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                  33",1.170715261416e+00,-3.819654057439e-01,-2.360841692864e-01,-1.458812364574e-01,-4.510146641451e-02
"                  34",1.177880607675e+00,-3.804758849837e-01,-2.273289269346e-01,-1.531469580491e-01,-3.709098444277e-02
"                  35",1.203756492412e+00,-3.542744090662e-01,-2.050640358381e-01,-1.492103732281e-01,-2.792683130502e-02
"                  36",1.181451928758e+00,-3.426081448154e-01,-1.946476056550e-01,-1.479605391604e-01,-2.334353324730e-02
"                  37",1.146629474038e+00,-3.597823395912e-01,-1.994573981695e-01,-1.603249414217e-01,-1.956622837388e-02
"                  38",1.128875731290e+00,-3.603568329053e-01,-2.012257425381e-01,-1.591310903672e-01,-2.104732608543e-02
"                  39",1.245651163377e+00,-3.008550974341e-01,-1.578992740131e-01,-1.429558234210e-01,-7.471725296087e-03
"                  40",1.268611359704e+00,-2.988914099130e-01,-1.614228302305e-01,-1.374685796825e-01,-1.197712527398e-02
"                  41",1.224161283106e+00,-3.040064239000e-01,-1.683891467792e-01,-1.356172771208e-01,-1.638593482917e-02
"                  42",1.224465567855e+00,-3.128138682027e-01,-1.714524528487e-01,-1.413614153540e-01,-1.504551874734e-02
"                  43",1.195598175577e+00,-3.268007542813e-01,-1.774984469869e-01,-1.493023072945e-01,-1.409806984620e-02
"                  44",1.218390614334e+00,-3.225820888475e-01,-1.730998324714e-01,-1.494822563761e-01,-1.180878804762e-02
"                  45",1.237318578409e+00,-3.301692226666e-01,-1.844671657143e-01,-1.457020569524e-01,-1.938255438096e-02
"                  46",1.211934053863e+00,-3.264179961933e-01,-1.767877302507e-01,-1.496302659426e-01,-1.357873215407e-02
"                  47",1.242310354329e+00,-2.746293626507e-01,-1.410218922554e-01,-1.336074703953e-01,-3.707210930011e-03
"                  48",1.212008914613e+00,-2.780020671608e-01,-1.466806819517e-01,-1.313213852091e-01,-7.679648371290e-03
"                  49",1.250265051991e+00,-2.773216458235e-01,-1.456194799167e-01,-1.317021659068e-01,-6.958657004924e-03
"                  50",1.252008764091e+00,-2.751253069630e-01,-1.508311954459e-01,-1.242941115170e-01,-1.326854196444e-02
"                  51",1.272289049793e+00,-2.498480838641e-01,-1.415877539717e-01,-1.082603298924e-01,-1.666371203966e-02
"                  52",1.226483692760e+00,-2.328936215214e-01,-1.288309033336e-01,-1.040627181878e-01,-1.238409257294e-02
"                  53",1.280590583723e+00,-2.186665185391e-01,-1.196572906589e-01,-9.900922788018e-02,-1.032403138938e-02
"                  54",1.283467261751e+00,-1.998529075519e-01,-1.177196615720e-01,-8.213324597989e-02,-1.779320779605e-02
"                  55",1.294439192420e+00,-1.963194311208e-01,-1.152090171792e-01,-8.111041394159e-02,-1.704930161882e-02
"                  56",1.293202792134e+00,-1.651508830007e-01,-9.915865801152e-02,-6.599222498919e-02,-1.658321651117e-02
"                  57",1.361966792219e+00,-1.172450659802e-01,-7.795082506835e-02,-3.929424091182e-02,-1.932829207826e-02
"                  58",1.381871812803e+00,-6.847100213072e-02,-5.558520019037e-02,-1.288580194035e-02,-2.134969912501e-02
"                  59",1.353265176643e+00,-5.093215818586e-02,-4.371440040344e-02,-7.217757782418e-03,-1.824832131051e-02
"                  60",1.340526162415e+00,-2.632378411297e-02,-2.923059841377e-02,2.906814300795e-03,-1.606870635728e-02
"                  61",1.307150036821e+00,2.824653044226e-03,-1.728754555124e-02,2.011219859546e-02,-1.869987207335e-02
"                  62",1.331209656722e+00,4.763668891224e-02,6.657613583841e-04,4.697092755385e-02,-2.315258309773e-02
"                  63",1.273912197111e+00,5.985637677690e-02,1.306193648959e-03,5.855018312795e-02,-2.862199473949e-02
"                  64",1.300519789020e+00,8.935622942264e-02,1.782371760728e-02,7.153251181535e-02,-2.685439710403e-02
"                  65",1.293556296588e+00,1.147540836972e-01,2.789023711323e-02,8.686384658397e-02,-2.948680473537e-02
"                  66",1.323120262442e+00,1.775734250423e-01,4.966156291334e-02,1.279118621290e-01,-3.912514960783e-02
"                  67",1.319134556318e+00,2.104758173055e-01,6.657039314053e-02,1.439054241650e-01,-3.866751551222e-02
"                  68",1.340871638254e+00,2.228419456971e-01,6.404250822996e-02,1.587994374671e-01,-4.737846461859e-02
"                  69",1.296855113480e+00,2.518570814668e-01,8.773597244009e-02,1.641211090267e-01,-3.819256829330e-02
"                  70",1.380973145783e+00,3.199349540598e-01,1.177138694715e-01,2.022210845884e-01,-4.225360755846e-02
"                  71",1.363284418896e+00,3.077746607526e-01,1.022659534991e-01,2.055087072535e-01,-5.162137687721e-02
"                  72",1.259168122123e+00,2.757429104854e-01,9.717433569119e-02,1.785685747942e-01,-4.069711955151e-02
"                  73",1.336119897485e+00,3.253695408645e-01,1.104085776477e-01,2.149609632168e-01,-5.227619278453e-02
"                  74",1.336671101993e+00,3.244483313263e-01,1.039313407334e-01,2.205169905929e-01,-5.829282492975e-02
"                  75",1.262983877094e+00,3.360330622995e-01,1.229204161126e-01,2.131126461869e-01,-4.509611503711e-02
"                  76",1.312143728898e+00,3.812430681801e-01,1.394520088620e-01,2.417910593181e-01,-5.116952522805e-02
"                  77",1.346808447418e+00,4.138853389266e-01,1.503071792773e-01,2.635781596493e-01,-5.663549018596e-02
"                  78",1.321054997948e+00,4.297771089457e-01,1.660650970641e-01,2.637120118816e-01,-4.882345740872e-02
"                  79",1.304139825514e+00,3.989139871137e-01,1.575297944348e-01,2.413841926789e-01,-4.192719912205e-02
"                  80",1.298239577422e+00,3.642131330479e-01,1.349017607814e-01,2.293113722665e-01,-4.720480574253e-02
"                  81",1.306677379037e+00,3.874574384897e-01,1.551172649848e-01,2.323401735050e-01,-3.861145426009e-02
"                  82",1.311838015785e+00,4.010805246391e-01,1.673900189180e-01,2.336905057211e-01,-3.315024340153e-02
"                  83",1.272653500429e+00,3.625037546611e-01,1.577150663283e-01,2.047886883328e-01,-2.353681100222e-02
"                  84",1.216814473865e+00,3.654500397238e-01,1.651728801216e-01,2.002771596022e-01,-1.755213974033e-02
"                  85",1.174498326723e+00,3.565107680452e-01,1.656926608722e-01,1.908181071730e-01,-1.256272315043e-02
"                  86",1.317223578985e+00,3.946627693652e-01,1.854320350771e-01,2.092307342880e-01,-1.189934960545e-02
"                  87",1.299101186593e+00,3.990515245277e-01,1.834427976120e-01,2.156087269157e-01,-1.608296465185e-02
"                  88",1.250160523549e+00,3.957626209252e-01,1.769422605955e-01,2.188203603298e-01,-2.093904986715e-02
"                  89",1.234019769178e+00,3.568970317358e-01,1.586669535543e-01,1.982300781815e-01,-1.978156231362e-02
"                  90",1.195368315634e+00,2.964794698751e-01,1.399146371562e-01,1.565648327188e-01,-8.325097781284e-03
"                  91",1.195874886087e+00,2.850229731036e-01,1.415900095132e-01,1.434329635904e-01,-9.214770385587e-04
"                  92",1.229058051302e+00,2.798546226665e-01,1.391634646554e-01,1.406911580111e-01,-7.638466778267e-04
"                  93",1.175401581545e+00,2.897831072925e-01,1.509385432353e-01,1.388445640572e-01,6.046989589036e-03
"                  94",1.200238251480e+00,3.013214760056e-01,1.532571464931e-01,1.480643295125e-01,2.596408490319e-03
"                  95",1.197624234626e+00,2.487852716561e-01,1.247638411933e-01,1.240214304628e-01,3.712053652552e-04
"                  96",1.162323849106e+00,2.618106425533e-01,1.418822390721e-01,1.199284034812e-01,1.097691779548e-02
"                  97",1.176107287246e+00,2.403589541474e-01,1.365315363705e-01,1.038274177769e-01,1.635205929677e-02
"                  98",1.153186698548e+00,2.220660764823e-01,1.284660500731e-01,9.360002640920e-02,1.743301183194e-02
"                  99",1.090971908177e+00,2.006998417226e-01,1.265712107284e-01,7.412863099423e-02,2.622128986708e-02
"                 100",1.135259990065e+00,2.030529621105e-01,1.193941151880e-01,8.365884692248e-02,1.786763413276e-02
"                 101",1.113640760106e+00,1.661447368490e-01,9.303259188221e-02,7.311214496678e-02,9.960223457714e-03
"                 102",1.058330190058e+00,2.061403270327e-01,1.125461402111e-01,9.359418682161e-02,9.475976694727e-03
"                 103",1.104769754517e+00,1.736636100157e-01,1.014947024774e-01,7.216890753829e-02,1.466289746953e-02
"                 104",1.073368596738e+00,1.627217906641e-01,9.452301154641e-02,6.819877911773e-02,1.316211621434e-02
"                 105",1.081089279694e+00,1.529911500964e-01,8.972299792134e-02,6.326815217511e-02,1.322742287311e-02
"                 106",1.040789993040e+00,1.705010954153e-01,1.022212813726e-01,6.827981404275e-02,1.697073366490e-02
"                 107",1.084755001605e+00,1.949316607394e-01,1.143647001503e-01,8.056696058913e-02,1.689886978057e-02
"                 108",1.075303718700e+00,1.851413305916e-01,1.095284907433e-01,7.561283984829e-02,1.695782544753e-02
"                 109",1.074705603298e+00,2.039676251031e-01,1.162708974969e-01,8.769672760620e-02,1.428708494535e-02
"                 110",1.093424945003e+00,1.913588835129e-01,1.089668069092e-01,8.239207660375e-02,1.328736515271e-02
"                 111",1.075875831197e+00,1.966277412623e-01,1.115689823038e-01,8.505875895849e-02,1.325511167265e-02
"                 112",1.066568516237e+00,1.758588387377e-01,1.025168402841e-01,7.334199845359e-02,1.458742091525e-02
"                 113",1.052315523862e+00,1.883496767285e-01,1.025109675479e-01,8.583870918060e-02,8.336129183654e-03
"                 114",1.056480958623e+00,1.856112872381e-01,9.797810083345e-02,8.763318640460e-02,5.172457214429e-03
"                 115",1.092509274189e+00,2.040697397904e-01,1.000441741479e-01,1.040255656424e-01,-1.990695747247e-03
"                 116",1.052841875860e+00,2.100093993746e-01,1.094790877677e-01,1.005303116069e-01,4.474388080432e-03
"                 117",1.059655425578e+00,2.119708593628e-01,1.124721760155e-01,9.949868334722e-02,6.486746334155e-03
"                 118",1.072494533205e+00,2.363749604153e-01,1.172322163332e-01,1.191427440822e-01,-9.552638745076e-04
"                 119",1.030800949249e+00,2.264802089554e-01,1.108716841967e-01,1.156085247587e-01,-2.368420281003e-03
"                 120",1.064370443219e+00,2.309152414784e-01,1.065560573850e-01,1.243591840934e-01,-8.901563354237e-03
"                 121",1.044724372115e+00,2.399144501894e-01,1.097922921273e-01,1.301221580621e-01,-1.016493296741e-02
"                 122",1.070800856504e+00,2.519976116063e-01,1.095072920851e-01,1.424903195212e-01,-1.649151371803e-02
"                 123",1.036673060227e+00,2.579901823820e-01,1.125911918055e-01,1.453989905764e-01,-1.640389938544e-02
"                 124",1.004595121685e+00,2.468138345844e-01,1.097550032434e-01,1.370588313410e-01,-1.365191404882e-02
"                 125",1.006104730553e+00,2.655594912218e-01,1.141770990777e-01,1.513823921441e-01,-1.860264653322e-02
"                 126",1.006643906362e+00,2.496802451075e-01,1.065553067971e-01,1.431249383104e-01,-1.828481575661e-02
"                 127",9.894742738600e-01,2.624998605472e-01,1.183110438370e-01,1.441888167102e-01,-1.293888643662e-02
"                 128",1.000711140222e+00,2.686119611116e-01,1.232430066543e-01,1.453689544572e-01,-1.106297390147e-02
"                 129",9.780434127825e-01,2.799105759803e-01,1.328909096629e-01,1.470196663174e-01,-7.064378327206e-03
"                 130",9.384648242668e-01,2.630085825156e-01,1.341541664845e-01,1.288544160311e-01,2.649875226681e-03
"                 131",9.246558739064e-01,2.483293330602e-01,1.223034704521e-01,1.260258626081e-01,-1.861196078028e-03
"                 132",9.633650270341e-01,2.562829140100e-01,1.267643577188e-01,1.295185562911e-01,-1.377099286166e-03
"                 133",9.669953717871e-01,2.554377088014e-01,1.278236268051e-01,1.276140819963e-01,1.047724043824e-04
"                 134",9.202870568280e-01,2.392046732254e-01,1.223403990498e-01,1.168642741756e-01,2.738062437109e-03
"                 135",9.293798209341e-01,2.199076376231e-01,1.118408464159e-01,1.080667912071e-01,1.887027604399e-03
"                 136",9.645896966085e-01,2.201572458846e-01,1.094258482662e-01,1.107313976183e-01,-6.527746760479e-04
"                 137",9.157958823871e-01,2.140018112514e-01,1.030262235322e-01,1.109755877192e-01,-3.974682093525e-03
"                 138",8.761810118343e-01,1.964528148566e-01,8.974784413096e-02,1.067049707256e-01,-8.478563297338e-03
"                 139",9.467841011234e-01,2.068850606555e-01,9.744090442253e-02,1.094441562330e-01,-6.001625905229e-03
"                 140",9.160664900501e-01,1.820427992866e-01,8.907951137950e-02,9.296328790711e-02,-1.941888263802e-03
"                 141",9.414198391556e-01,1.801010439618e-01,9.255679774655e-02,8.754424621522e-02,2.506275765668e-03
"                 142",9.104982728413e-01,1.613653476902e-01,8.384094348883e-02,7.752440420140e-02,3.158269643716e-03
"                 143",9.103234124608e-01,1.585760695978e-01,8.621736922372e-02,7.235870037403e-02,6.929334424848e-03
"                 144",8.925252540080e-01,1.293523769018e-01,7.413343174836e-02,5.521894515340e-02,9.457243297480e-03
"                 145",9.340333171822e-01,1.421707234418e-01,7.903452411982e-02,6.313619932194e-02,7.949162398942e-03
"                 146",9.308347553505e-01,1.190462268030e-01,6.960280967626e-02,4.944341712678e-02,1.007969627474e-02
"                 147",9.174640576145e-01,1.109020201562e-01,7.016623552038e-02,4.073578463585e-02,1.471522544226e-02
"                 148",9.242614566197e-01,1.062935689406e-01,6.756694391158e-02,3.872662502898e-02,1.442015944130e-02
"                 149",9.217517808177e-01,1.132075062397e-01,6.916371430246e-02,4.404379193722e-02,1.255996118262e-02
"                 150",9.428156697257e-01,1.181181190876e-01,7.378119490481e-02,4.433692418275e-02,1.472213536103e-02
"                 151",9.054289115467e-01,1.147003883765e-01,7.033809048355e-02,4.436229789291e-02,1.298789629532e-02
"                 152",8.601837191730e-01,1.094761263699e-01,7.271246080933e-02,3.676366556062e-02,1.797439762435e-02
"                 153",8.789376133974e-01,1.317782587350e-01,7.831235726097e-02,5.346590147400e-02,1.242322789348e-02
"                 154",9.052936482246e-01,1.271477637190e-01,7.117952178890e-02,5.596824193012e-02,7.605639929391e-03
"                 155",9.009155596401e-01,8.856885947935e-02,5.298921910620e-02,3.557964037315e-02,8.704789366525e-03
"                 156",9.342039238951e-01,9.617832814120e-02,5.975775999976e-02,3.642056814144e-02,1.166859592916e-02
"                 157",9.309285487981e-01,5.352096628977e-02,3.537209111131e-02,1.814887517846e-02,8.611607966425e-03
"                 158",8.595326814339e-01,7.146538467993e-02,5.075499440515e-02,2.071039027477e-02,1.502230206519e-02
"                 159",8.630503911930e-01,6.727214392083e-02,4.976059147069e-02,1.751155245014e-02,1.612451951027e-02
"                 160",8.825104517223e-01,7.963647192214e-02,5.784750971253e-02,2.178896220961e-02,1.802927375146e-02
"                 161",8.687840482103e-01,7.841461368893e-02,5.624522508249e-02,2.216938860645e-02,1.703791823802e-02
"                 162",8.665553325974e-01,1.020896042098e-01,6.377771497353e-02,3.831188923627e-02,1.273291286863e-02
"                 163",8.889792802685e-01,8.506949489418e-02,5.620144437761e-02,2.886805051657e-02,1.366669693052e-02
"                 164",8.412285006625e-01,8.810651662386e-02,6.018292714838e-02,2.792358947548e-02,1.612966883645e-02
"                 165",8.620123506949e-01,7.265835552679e-02,4.939526525831e-02,2.326309026848e-02,1.306608749491e-02
"                 166",8.703036748693e-01,7.006569411767e-02,5.712405493679e-02,1.294163918088e-02,2.209120787795e-02
"                 167",8.407625245281e-01,6.117521113850e-02,5.586934435784e-02,5.305866780657e-03,2.528173878859e-02
"                 168",8.511398138223e-01,4.878671898384e-02,4.413185640415e-02,4.654862579691e-03,1.973849691223e-02
"                 169",8.656927033814e-01,5.507150347908e-02,4.877819041259e-02,6.293313066485e-03,2.124243867305e-02
"                 170",8.924988241860e-01,5.466921133704e-02,4.249226121453e-02,1.217695012251e-02,1.515765554601e-02
"                 171",8.911652144456e-01,6.226296070129e-02,4.461018306836e-02,1.765277763293e-02,1.347870271771e-02
"                 172",8.570299611273e-01,4.583978367648e-02,3.342553409539e-02,1.241424958109e-02,1.050564225715e-02
"                 173",8.785708842243e-01,6.841734601890e-02,4.542979360865e-02,2.298755241025e-02,1.122112059920e-02
"                 174",8.635243803526e-01,6.145529129567e-02,4.007051563253e-02,2.138477566314e-02,9.342869984696e-03
"                 175",8.620862061145e-01,7.552088480963e-02,4.478632061706e-02,3.073456419258e-02,7.025878212239e-03
"                 176",8.287204295247e-01,1.004726254954e-01,6.359617773797e-02,3.687644775745e-02,1.335986499026e-02
"                 177",8.836086293500e-01,9.442863186367e-02,5.393532475362e-02,4.049330711004e-02,6.721008821790e-03
"                 178",8.411034291759e-01,1.067341766692e-01,6.565252489971e-02,4.108165176946e-02,1.228543656512e-02
"                 179",8.497126548449e-01,1.103563676415e-01,6.848422544677e-02,4.187214219472e-02,1.330604162602e-02
"                 180",8.579191549027e-01,9.419679599497e-02,5.620428341615e-02,3.799251257883e-02,9.105885418661e-03
"                 181",8.026057587237e-01,1.062363783086e-01,6.385988168452e-02,4.237649662412e-02,1.074169253020e-02
"                 182",8.473423426197e-01,1.049996307704e-01,5.830345507509e-02,4.669617569530e-02,5.803639689893e-03
"                 183",8.238449635700e-01,1.161887854899e-01,7.135894639495e-02,4.482983909498e-02,1.326455364999e-02
"                 184",8.403613792494e-01,1.308822634677e-01,7.734291229682e-02,5.353935117086e-02,1.190178056298e-02
"                 185",8.414554344401e-01,1.380209505348e-01,7.655494581979e-02,6.146600471506e-02,7.544470552364e-03
"                 186",8.294149533019e-01,1.464678049647e-01,8.104083724080e-02,6.542696772394e-02,7.806934758430e-03
"                 187",8.109645968462e-01,1.648977862749e-01,8.587275559681e-02,7.902503067813e-02,3.423862459337e-03
"                 188",8.316935205599e-01,1.739376091824e-01,8.717602135616e-02,8.676158782625e-02,2.072167649538e-04
"                 189",8.156623361124e-01,1.896231344018e-01,9.829901925266e-02,9.132411514916e-02,3.487452051754e-03
"                 190",8.220079532581e-01,1.959411900273e-01,1.028475342930e-01,9.309365573436e-02,4.876939279299e-03
"                 191",8.133426157018e-01,1.973680239138e-01,9.859526414620e-02,9.877275976765e-02,-8.874781072664e-05
"                 192",8.570004861198e-01,1.980128408668e-01,9.507923386403e-02,1.029336070027e-01,-3.927186569346e-03
"                 193",8.207267470939e-01,1.885533089556e-01,9.454512960128e-02,9.400817935433e-02,2.684751234744e-04
"                 194",8.261897010975e-01,1.854395293475e-01,9.122541951801e-02,9.421410982945e-02,-1.494345155720e-03
"                 195",8.430036958923e-01,1.734368006974e-01,8.474244017957e-02,8.869436051786e-02,-1.975960169146e-03
"                 196",8.629519352166e-01,1.764330872153e-01,8.425325406359e-02,9.217983315171e-02,-3.963289544058e-03
"                 197",8.427839520013e-01,1.724914329203e-01,8.286797745771e-02,8.962345546259e-02,-3.377739002442e-03
"                 198",8.224981497649e-01,1.819971639271e-01,8.842336591011e-02,9.357379801696e-02,-2.575216053425e-03
"                 199",8.201247511267e-01,1.854096359966e-01,8.799241867028e-02,9.741721732630e-02,-4.712399328007e-03
"                 200",8.062286175504e-01,1.784164674711e-01,8.506556202586e-02,9.335090544523e-02,-4.142671709687e-03
"                 201",8.568025729490e-01,1.893966375041e-01,8.587796158127e-02,1.035186759228e-01,-8.820357170783e-03
"                 202",7.815920908654e-01,1.877445058920e-01,8.691128567280e-02,1.008332202192e-01,-6.960967273180e-03
"                 203",8.233392171205e-01,1.910656630049e-01,8.993850256725e-02,1.011271604376e-01,-5.594328935195e-03
"                 204",8.247650640964e-01,2.001083222396e-01,9.695361639981e-02,1.031547058398e-01,-3.100544719974e-03
"                 205",8.280748916781e-01,1.819719608041e-01,8.955359243376e-02,9.241836837030e-02,-1.432387968266e-03
"                 206",8.384020724779e-01,1.806892858800e-01,8.754292818452e-02,9.314635769543e-02,-2.801714755456e-03
"                 207",7.882494591636e-01,1.717243372488e-01,9.109554833521e-02,8.062878891363e-02,5.233379710791e-03
"                 208",8.083044851328e-01,1.593896663620e-01,8.742995435543e-02,7.195971200656e-02,7.735121174437e-03
"                 209",7.995716453349e-01,1.593494534959e-01,8.663168003043e-02,7.271777346552e-02,6.956953282452e-03
"                 210",7.777435102302e-01,1.565426934105e-01,8.854843401785e-02,6.799425939260e-02,1.027708731263e-02
"                 211",7.837530093008e-01,1.658800625818e-01,9.446255425809e-02,7.141750832375e-02,1.152252296717e-02
"                 212",8.413659750294e-01,1.866253928532e-01,1.041322892810e-01,8.249310357218e-02,1.081959285443e-02
"                 213",7.682562193656e-01,1.886618471074e-01,1.073988194543e-01,8.126302765315e-02,1.306789590055e-02
"                 214",8.285327719219e-01,1.875930962033e-01,1.035524286780e-01,8.404066752524e-02,9.755880576400e-03
"                 215",7.920700704626e-01,1.940675212445e-01,1.089748223915e-01,8.509269885300e-02,1.194106176927e-02
"                 216",8.107136305386e-01,1.683173119905e-01,9.410578424697e-02,7.421152774356e-02,9.947128251708e-03
"                 217",8.017741861188e-01,1.728920323947e-01,9.488522461088e-02,7.800680778387e-02,8.439208413506e-03
"                 218",7.972330416371e-01,1.683385528100e-01,9.329363641107e-02,7.504491639892e-02,9.124360006077e-03
"                 219",7.916145158699e-01,1.638685937891e-01,9.624874070194e-02,6.761985308714e-02,1.431444380740e-02
"                 220",8.002789960598e-01,1.720169620892e-01,9.594530098328e-02,7.607166110597e-02,9.936819938653e-03
"                 221",8.211871878356e-01,1.817894833529e-01,9.963174221407e-02,8.215774113887e-02,8.737000537597e-03
"                 222",8.135351139050e-01,1.582305970512e-01,8.789649882731e-02,7.033409822389e-02,8.781200301713e-03
"                 223",7.952537856341e-01,1.484164093594e-01,8.092166033076e-02,6.749474902867e-02,6.713455651046e-03
"                 224",8.183234835373e-01,1.472939532790e-01,7.729981799738e-02,6.999413528164e-02,3.652841357872e-03
"                 225",7.807710062775e-01,1.526341898125e-01,8.119499142657e-02,7.143919838594e-02,4.877896520313e-03
"                 226",8.169135055365e-01,1.697126966707e-01,8.531197661008e-02,8.440072006060e-02,4.556282747384e-04
"                 227",8.212893731772e-01,1.609749540107e-01,7.950253186892e-02,8.147242214175e-02,-9.849451364143e-04
"                 228",7.932513605313e-01,1.651742075760e-01,8.537815316294e-02,7.979605441305e-02,2.791049374946e-03
"                 229",7.978935401236e-01,1.653406653177e-01,8.557694065987e-02,7.976372465784e-02,2.906608001015e-03
"                 230",8.165486031421e-01,1.654961954168e-01,8.514325338467e-02,8.035294203213e-02,2.395155676267e-03
"                 231",8.063745702050e-01,1.413509134190e-01,7.318690561607e-02,6.816400780293e-02,2.511448906574e-03
"                 232",7.846437095197e-01,1.475511827604e-01,7.717190232301e-02,7.037928043742e-02,3.396310942793e-03
"                 233",7.994847258382e-01,1.547835731568e-01,8.144332588057e-02,7.334024727618e-02,4.051539302191e-03
"                 234",7.898784575378e-01,1.555105837035e-01,8.086857966707e-02,7.464200403640e-02,3.113287815335e-03
"                 235",7.769716416776e-01,1.618408454530e-01,8.855724991737e-02,7.328359553566e-02,7.636827190854e-03
"                 236",8.003053696321e-01,1.539559447773e-01,8.109583025361e-02,7.286011452371e-02,4.117857864949e-03
"                 237",7.977640405479e-01,1.408318485191e-01,8.027355122746e-02,6.055829729163e-02,9.857626967912e-03
"                 238",8.126729154042e-01,1.497867901134e-01,7.538000267584e-02,7.440678743761e-02,4.866076191132e-04
"                 239",7.934100404188e-01,1.590569793017e-01,8.157708704326e-02,7.747989225843e-02,2.048597392419e-03
"                 240",7.982340584471e-01,1.711781743770e-01,8.797611969424e-02,8.320205468277e-02,2.387032505737e-03
"                 241",8.252735542288e-01,1.653753867548e-01,8.400145332246e-02,8.137393343232e-02,1.313759945072e-03
"                 242",8.220037269193e-01,1.675471201128e-01,8.239824394216e-02,8.514887617063e-02,-1.375316114237e-03
"                 243",7.609121252142e-01,1.724986310082e-01,9.050615547967e-02,8.199247552855e-02,4.256839975560e-03
"                 244",8.049719497948e-01,1.600776423267e-01,8.314703744112e-02,7.693060488557e-02,3.108216277773e-03
"                 245",7.984975223875e-01,1.593702404926e-01,8.098858953557e-02,7.838165095705e-02,1.303469289261e-03
"                 246",7.696618223835e-01,1.535682643844e-01,8.266107989452e-02,7.090718448986e-02,5.876947702333e-03
"                 247",7.800635302759e-01,1.625304556365e-01,8.259032117257e-02,7.994013446391e-02,1.325093354332e-03
"                 248",7.756516681991e-01,1.668143493505e-01,8.727037417282e-02,7.954397517765e-02,3.863199497588e-03
"                 249",7.778011188138e-01,1.628282992782e-01,8.526285501194e-02,7.756544426630e-02,3.848705372820e-03
"                 250",7.919837579042e-01,1.770727926401e-01,9.471293781465e-02,8.235985482544e-02,6.176541494607e-03
"                 251",7.831059312223e-01,1.899258918113e-01,9.938158065398e-02,9.054431115735e-02,4.418634748312e-03
"                 252",7.710246276653e-01,2.038386988016e-01,1.081141349989e-01,9.572456380269e-02,6.194785598112e-03
"                 253",7.985742737683e-01,2.041870180956e-01,1.028019129851e-01,1.013851051105e-01,7.084039373275e-04
"                 254",7.942618325388e-01,1.984320590610e-01,9.772621526756e-02,1.007058437934e-01,-1.489814262931e-03
"                 255",7.845556745929e-01,2.067327492027e-01,1.010516107596e-01,1.056811384430e-01,-2.314763841713e-03
"                 256",7.767947631494e-01,2.044001586768e-01,9.815782381924e-02,1.062423348575e-01,-4.042255519138e-03
"                 257",7.878848624550e-01,2.055403693603e-01,1.031939717478e-01,1.023463976125e-01,4.237870676293e-04
"                 258",7.699026712782e-01,2.112060152655e-01,1.060112102398e-01,1.051948050257e-01,4.082026070254e-04
"                 259",8.132120575350e-01,2.030976717604e-01,1.007832033014e-01,1.023144684590e-01,-7.656325787792e-04
"                 260",7.738352607004e-01,1.988099631235e-01,9.889447751766e-02,9.991548560585e-02,-5.105040440988e-04
"                 261",8.003875493159e-01,1.911501912958e-01,9.451625786235e-02,9.663393343348e-02,-1.058837785565e-03
"                 262",8.089763097464e-01,1.872176539971e-01,8.836976584568e-02,9.884788815144e-02,-5.239061152880e-03
"                 263",7.733307484314e-01,1.825820406016e-01,8.936662187557e-02,9.321541872604e-02,-1.924398425235e-03
"                 264",7.993131192058e-01,1.775079634965e-01,8.271135651465e-02,9.479660698189e-02,-6.042625233622e-03
"                 265",7.963780085710e-01,1.758492686393e-01,8.361438778892e-02,9.223488085040e-02,-4.310246530737e-03
"                 266",7.992390110809e-01,1.730638021103e-01,7.934536898029e-02,9.371843313003e-02,-7.186532074868e-03
"                 267",7.815570404513e-01,1.825828459488e-01,8.281773948746e-02,9.976510646131e-02,-8.473683486928e-03
"                 268",7.894305258175e-01,1.804629612014e-01,7.974602320778e-02,1.007169379936e-01,-1.048545739293e-02
"                 269",7.997891052335e-01,1.853900722766e-01,8.480509860583e-02,1.005849736708e-01,-7.889937532462e-03
"                 270",7.908183259789e-01,1.830250253680e-01,8.160207918816e-02,1.014229461798e-01,-9.910433495833e-03
"                 271",7.969616626971e-01,1.931778249187e-01,9.042204403511e-02,1.027557808836e-01,-6.166868424242e-03
"                 272",7.934355052464e-01,1.885822932754e-01,8.661230535075e-02,1.019699879247e-01,-7.678841286956e-03
"                 273",7.905431813901e-01,1.834848112292e-01,8.456826703834e-02,9.891654419086e-02,-7.174138576259e-03
"                 274",7.913745571266e-01,1.913516090159e-01,8.860861836006e-02,1.027429906558e-01,-7.067186147871e-03
"                 275",7.942010244273e-01,1.884891766261e-01,8.438783816734e-02,1.041013384588e-01,-9.856750145708e-03
"                 276",7.739153080975e-01,2.097856932263e-01,9.493396115845e-02,1.148517320678e-01,-9.958885454690e-03
"                 277",7.723256545862e-01,2.238524148375e-01,9.957584384154e-02,1.242765709959e-01,-1.235036357719e-02
"                 278",7.655461003851e-01,2.456781408717e-01,1.077775150766e-01,1.379006257951e-01,-1.506155535925e-02
"                 279",7.756560884477e-01,2.598996172945e-01,1.123992100894e-01,1.475004072050e-01,-1.755059855781e-02
"                 280",7.530712575688e-01,2.670394693156e-01,1.149621636574e-01,1.520773056582e-01,-1.855757100039e-02
"                 281",7.378497593566e-01,2.808733394311e-01,1.245307686968e-01,1.563425707343e-01,-1.590590101874e-02
